"approach","parameter","truth","mean_est","bias","rmse","mae","sd_est","coverage","ci_width","n_ok","dep_type","dep_par","k_true","n","r","r_label","n_exc","n_exc_nom","S","m","sigma","p_thresh","threshold","cred_mass","interval","seed","secs"
"Conventional","sigma",2.45807801464186,2.52302993938807,0.0649519247462108,0.315357529628547,0.24111200713865,0.361296297498266,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Weighted GPD","sigma",2.45807801464186,2.28412877800273,-0.173949236639124,0.306474949668565,0.252230587521535,0.299187540885159,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Cluster maxima (POT)","sigma",2.45807801464186,2.41150681444728,-0.0465712001945727,0.348109946399336,0.275270588979032,0.382130552802076,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Conventional","zm",36.7992154872864,37.8761958797385,1.07698039245202,26.5568684436811,12.262621825383,26.5363485157343,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Weighted GPD","zm",36.7992154872864,38.059996458431,1.26078097114455,10.8529509649335,7.96936099027822,10.7800091303179,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Cluster maxima (POT)","zm",36.7992154872864,38.0077682837251,1.20855279643863,10.8105328482731,7.93736146432936,10.7433031446598,NA,NA,10000,"log",0.4,0.3,15000,NA,"auto",750,750.000000000001,10000,4000,1,0.95,"empirical",NA,NA,243257,5800.69507312775
"Conventional","k",0.3,0.270526022141547,-0.0294739778584534,0.119106668581143,0.0956132432829701,0.115408037117008,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Weighted GPD","k",0.3,0.319001147082169,0.0190011470821689,0.0789208113407748,0.0618411205240708,0.0766031179262017,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Cluster maxima (POT)","k",0.3,0.305003308908552,0.00500330890855201,0.0891069689001611,0.0708085603972676,0.0889708400970713,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Conventional","sigma",2.45709079267109,2.50149596592237,0.0444051732512742,0.265815993072695,0.207128037200716,0.305702354914408,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Weighted GPD","sigma",2.45709079267109,2.29062044292101,-0.166470349750088,0.273597255036445,0.226349650639251,0.256164383074611,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Cluster maxima (POT)","sigma",2.45709079267109,2.39754562357849,-0.0595451690925991,0.299023490440129,0.239751266331593,0.323573275546874,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Conventional","zm",29.2644256180987,29.2187997237393,-0.0456258943593758,10.0895948243444,6.66192731343892,10.0899961744037,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Weighted GPD","zm",29.2644256180987,29.4357630038598,0.171337385761118,5.7371725196507,4.43963492779941,5.73490025445679,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Cluster maxima (POT)","zm",29.2644256180987,29.5338493198009,0.269423701702165,5.67145257315632,4.37059868491304,5.66533271379522,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,2000,1,0.95,"empirical",NA,NA,243200,7502.31843829155
"Conventional","k",0.3,0.270526022141547,-0.0294739778584534,0.119106668581143,0.0956132432829701,0.115408037117008,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Weighted GPD","k",0.3,0.319001147082169,0.0190011470821689,0.0789208113407748,0.0618411205240708,0.0766031179262017,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Cluster maxima (POT)","k",0.3,0.305003308908552,0.00500330890855201,0.0891069689001611,0.0708085603972676,0.0889708400970713,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Conventional","sigma",2.45709079267109,2.50149596592237,0.0444051732512742,0.265815993072695,0.207128037200716,0.305702354914408,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Weighted GPD","sigma",2.45709079267109,2.29062044292101,-0.166470349750088,0.273597255036445,0.226349650639251,0.256164383074611,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Cluster maxima (POT)","sigma",2.45709079267109,2.39754562357849,-0.0595451690925991,0.299023490440129,0.239751266331593,0.323573275546874,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Conventional","zm",36.7992154872864,37.1412675413519,0.342052054065508,17.0515413981792,10.3391967876027,17.0489627590432,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Weighted GPD","zm",36.7992154872864,37.6638230981195,0.864607610833043,8.96357748511669,6.77469024152515,8.9222270552,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Cluster maxima (POT)","zm",36.7992154872864,37.6043189098025,0.80510342251603,8.94556262520759,6.76509593450426,8.90970467772689,NA,NA,10000,"log",0.4,0.3,20000,NA,"auto",999.9998,1000,10000,4000,1,0.95,"empirical",NA,NA,243200,9938.75975608826
"Conventional","k",-0.3,-0.402213463665909,-0.102213463665909,0.238210942085021,0.180317796439571,0.215177812340267,0.7625,0.495862136306246,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Weighted GPD","k",-0.3,-0.283269046643744,0.0167309533562557,0.248484541297876,0.187226601418933,0.247933034391872,0.7988,0.599513836996388,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Cluster maxima (POT)","k",-0.3,-0.481958660366798,-0.181958660366798,0.482869202674797,0.344946211283312,0.447296009574568,0.5895,0.578781284401892,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Conventional","sigma",0.410029276041587,0.413179350496649,0.00315007445506185,0.162157781162033,0.118005201493327,0.145467410383881,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Weighted GPD","sigma",0.410029276041587,0.356309698466359,-0.0537195775752279,0.147727842120207,0.114496051248895,0.12125050140935,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Cluster maxima (POT)","sigma",0.410029276041587,0.479546827522248,0.0695175514806613,0.269378714295297,0.177741582287764,0.244623801322091,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Conventional","zm",2.99247827247882,2.83687083723107,-0.155607435247755,0.262720561244899,0.214911531162398,0.211690577698959,0.5583,0.434978140719957,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Weighted GPD","zm",2.99247827247882,2.9168374651561,-0.0756408073227247,0.343982623944866,0.2310377001255,0.335579759850149,0.6581,0.74936534302785,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Cluster maxima (POT)","zm",2.99247827247882,2.90515476378263,-0.0873235086961883,0.348182901837111,0.23617011926993,0.337071653644543,0.5384,0.644437948390109,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,2000,1,0.95,"empirical",0.95,"eti",244858,93.9480555057526
"Conventional","k",-0.3,-0.402213463665909,-0.102213463665909,0.238210942085021,0.180317796439571,0.215177812340267,0.7625,0.495862136306246,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Weighted GPD","k",-0.3,-0.283269046643744,0.0167309533562557,0.248484541297876,0.187226601418933,0.247933034391872,0.7988,0.599513836996388,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Cluster maxima (POT)","k",-0.3,-0.481958660366798,-0.181958660366798,0.482869202674797,0.344946211283312,0.447296009574568,0.5895,0.578781284401892,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Conventional","sigma",0.410029276041587,0.413179350496649,0.00315007445506185,0.162157781162033,0.118005201493327,0.145467410383881,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Weighted GPD","sigma",0.410029276041587,0.356309698466359,-0.0537195775752279,0.147727842120207,0.114496051248895,0.12125050140935,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Cluster maxima (POT)","sigma",0.410029276041587,0.479546827522248,0.0695175514806613,0.269378714295297,0.177741582287764,0.244623801322091,NA,NA,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Conventional","zm",3.0564729933441,2.88799192871784,-0.168481064626262,0.290075834230901,0.235218960014427,0.23614338194588,0.6342,0.596707893409415,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Weighted GPD","zm",3.0564729933441,3.01128461133965,-0.045188382004457,0.531466227917302,0.276814041575955,0.529568131394861,0.7199,1.21076137587833,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Cluster maxima (POT)","zm",3.0564729933441,2.98449786742944,-0.0719751259146648,0.539512238730453,0.291751829575583,0.534716400676498,0.5767,1.05477916724756,10000,"log",0.45,-0.3,1000,NA,"auto",50,50,10000,4000,1,0.95,"empirical",0.95,"eti",244858,97.0074398517609
"Conventional","k",-0.3,-0.378378113157676,-0.0783781131576761,0.169226552248247,0.130695190986796,0.149989156402638,0.7188,0.329156865235011,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Weighted GPD","k",-0.3,-0.273175592042478,0.0268244079575221,0.162553685184998,0.125949158369609,0.160333160566333,0.7763,0.393873966530582,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Cluster maxima (POT)","k",-0.3,-0.363656669522075,-0.0636566695220747,0.259206868887625,0.190926551178908,0.251281403088723,0.6207,0.383964065220654,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Conventional","sigma",0.408119612098597,0.421364569369439,0.0132449572708422,0.121023924228572,0.0882263160556153,0.108599151505283,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Weighted GPD","sigma",0.408119612098597,0.36624980384499,-0.0418698082536073,0.0995822126781594,0.081162008333372,0.0796405949167353,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Cluster maxima (POT)","sigma",0.408119612098597,0.428020553583671,0.019900941485074,0.145644466429249,0.104623506495909,0.135373489065102,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Conventional","zm",2.99247827247882,2.89338190799579,-0.0990963644830316,0.198691082325609,0.161902930874483,0.172223758071448,0.4845,0.267169833145696,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Weighted GPD","zm",2.99247827247882,2.94630105159191,-0.0461772208869147,0.201300662970741,0.156255772276454,0.195942492914819,0.6389,0.401574242480999,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Cluster maxima (POT)","zm",2.99247827247882,2.94664336186029,-0.0458349106185281,0.199610437939335,0.154479228023366,0.19428654773089,0.575,0.35787042532072,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,2000,1,0.95,"empirical",0.95,"eti",244873,291.955533742905
"Conventional","k",-0.3,-0.378378113157676,-0.0783781131576761,0.169226552248247,0.130695190986796,0.149989156402638,0.7188,0.329156865235011,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Weighted GPD","k",-0.3,-0.273175592042478,0.0268244079575221,0.162553685184998,0.125949158369609,0.160333160566333,0.7763,0.393873966530582,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Cluster maxima (POT)","k",-0.3,-0.363656669522075,-0.0636566695220747,0.259206868887625,0.190926551178908,0.251281403088723,0.6207,0.383964065220654,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Conventional","sigma",0.408119612098597,0.421364569369439,0.0132449572708422,0.121023924228572,0.0882263160556153,0.108599151505283,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Weighted GPD","sigma",0.408119612098597,0.36624980384499,-0.0418698082536073,0.0995822126781594,0.081162008333372,0.0796405949167353,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Cluster maxima (POT)","sigma",0.408119612098597,0.428020553583671,0.019900941485074,0.145644466429249,0.104623506495909,0.135373489065102,NA,NA,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Conventional","zm",3.0564729933441,2.94490175458705,-0.111571238757052,0.219456629556423,0.178212660800063,0.188988472142462,0.5598,0.355146624991249,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Weighted GPD","zm",3.0564729933441,3.02515748735227,-0.0313155059918299,0.245446624998741,0.181361081931288,0.243452894291529,0.7043,0.562265879145841,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Cluster maxima (POT)","zm",3.0564729933441,3.01584489123296,-0.0406281021111448,0.249544737416184,0.185726119058215,0.246227529107872,0.6173,0.499339072987477,10000,"log",0.45,-0.3,2000,NA,"auto",100,100,10000,4000,1,0.95,"empirical",0.95,"eti",244873,248.334300041199
"Conventional","k",-0.3,-0.354250285917696,-0.0542502859176955,0.117354535073845,0.0924380250342734,0.104067652937334,0.6909,0.221574092652971,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Weighted GPD","k",-0.3,-0.278199764539558,0.0218002354604423,0.108086939939197,0.0850133768855429,0.105870945896442,0.7674,0.256837817299726,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Cluster maxima (POT)","k",-0.3,-0.328819282559253,-0.0288192825592533,0.153533286937482,0.117904765019949,0.150811781933489,0.6222,0.248247280727323,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Conventional","sigma",0.408130277522,0.418885161260778,0.0107548837387773,0.0820889835788786,0.0620076808563591,0.0721844743885131,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Weighted GPD","sigma",0.408130277522,0.377609983965055,-0.0305202935569448,0.071700285978995,0.0583692982904494,0.0566642016409363,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Cluster maxima (POT)","sigma",0.408130277522,0.415024273633584,0.00689399611158417,0.0890675285027236,0.0684966265047295,0.0826607610694888,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Conventional","zm",2.99247827247882,2.9266573953204,-0.0658208771584163,0.152299611258361,0.124103064646123,0.137348717455109,0.4254,0.175006010023883,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Weighted GPD","zm",2.99247827247882,2.95790902615259,-0.0345692463262316,0.132667347439826,0.106187897704384,0.128090721789116,0.5996,0.234685784756207,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Cluster maxima (POT)","zm",2.99247827247882,2.96228348616487,-0.0301947863139482,0.128290430267687,0.102517726040304,0.124692679031865,0.5626,0.213013375686051,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,2000,1,0.95,"empirical",0.95,"eti",244903,311.013396263123
"Conventional","k",-0.3,-0.354250285917696,-0.0542502859176955,0.117354535073845,0.0924380250342734,0.104067652937334,0.6909,0.221574092652971,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Weighted GPD","k",-0.3,-0.278199764539558,0.0218002354604423,0.108086939939197,0.0850133768855429,0.105870945896442,0.7674,0.256837817299726,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Cluster maxima (POT)","k",-0.3,-0.328819282559253,-0.0288192825592533,0.153533286937482,0.117904765019949,0.150811781933489,0.6222,0.248247280727323,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Conventional","sigma",0.408130277522,0.418885161260778,0.0107548837387773,0.0820889835788786,0.0620076808563591,0.0721844743885131,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Weighted GPD","sigma",0.408130277522,0.377609983965055,-0.0305202935569448,0.071700285978995,0.0583692982904494,0.0566642016409363,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Cluster maxima (POT)","sigma",0.408130277522,0.415024273633584,0.00689399611158417,0.0890675285027236,0.0684966265047295,0.0826607610694888,NA,NA,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
"Conventional","zm",3.0564729933441,2.98072181034023,-0.0757511830038726,0.168068598479169,0.136894083374961,0.15003687271662,0.4965,0.230280116802123,10000,"log",0.45,-0.3,4000,NA,"auto",200,200,10000,4000,1,0.95,"empirical",0.95,"eti",244903,431.49910736084
